4942,15030,11883,1550,4724,18778,105,16779,6814,16445,4189,18774,11280,14679,11623,9489,17239,4177,274,3078,6726,6017,17548,11227,6858,11645,7090,6062,15060,15042,5877,592,17990,15897,4235,6840,12217,9257,17810,11595,15441,13208,17026,16478,7496,2428,7610,9244,8643,16224,16038,293,10598,6447,1098,1525,1845,4827,8073,2251,3989,15753,14082,2402,7115,6903,16255,9563,15153,43,8619,3033,8326,7562,5143,2824,19349,11235,4496,1838,15540,19160,4987,13055,8116,9349,566,19219,3970,13411,4164,7220,4699,2752,10401,15974,5492,14474,18036,10481,19337,2376,8626,162,1801,19917,8743,2548,10284,18091,19466,9593,651,19381,17891,17591,19994,14111,12710,16982,7367,5056,1421,2708,16499,12754,3370,2219,15653,497,776,673,5391,5748,6017,15306,7500,100,16298,3077,8540,18680,90,17008,18964,8350,14666,6708,2480,15939,15497,16492,9709,1790,15170,8508,19353,11856,14245,3395,9301,14377,19063,1631,18876,12020,4025,19425,15283,12128,2487,11290,17243,6835,15933,11384,18867,11772,2828,1496,8,7570,18904,606,19547,7928,17522,2110,19276,3592,15394,17156,6295,9630,10954,6053,19699,10398,19168,11045,2222,2429,4015,9911,5129,11801,2143,19325,16587,11902,4609,7307,16294,4871,17901,19339,7646,7155,14911,11943,9042,9020,11444,11938,14103,9369,4795,5799,2248,18932,19133,9930,8047,2269,1885,18084,11482,10575,17708,6598,4255,13068,5427,2124,4000,2016,14485,18867,9406,18633,8128,377,16587,4140,107,5800,1
4942,15030,11883,1550,7640,18778,105,16779,6814,16445,1614,18774,11280,14679,11623,9489,17239,4177,274,3078,6726,6017,15687,11227,6858,11645,11918,6062,19334,15042,5877,592,17990,15897,4235,6840,14902,9257,2730,11595,15441,13208,12787,16478,7496,2428,7610,9244,18191,16224,8298,293,10598,6447,1098,13826,1845,4827,8073,2251,3989,15753,14082,2402,7115,6903,16255,9563,6710,43,8619,3033,8326,7562,5143,2824,7156,11235,4496,8816,15540,19160,6213,13055,8116,9349,566,19219,3970,13411,253,7220,4699,2752,10401,15974,14031,14474,18036,10481,19337,2376,8626,162,1801,19917,924,2548,10284,18091,19466,9593,651,19381,17891,17591,19994,9439,12710,16982,7367,15534,1421,2708,16499,15696,3370,2219,15653,497,776,673,5391,5748,6017,15306,7500,100,16298,2784,8540,18680,10674,17008,18964,8350,14666,6708,16475,15939,15497,16492,9709,1790,15170,8508,19353,11856,14245,3395,9301,14377,19063,1631,15404,12020,4025,19425,15283,12128,2487,11406,11636,6835,15933,11384,18867,11772,2828,1496,8,7570,15613,606,19547,7928,6910,2110,19276,3592,15394,17156,15609,9630,10954,6053,19699,10398,19168,11045,18903,2429,4015,9911,5129,11801,2143,19325,16587,11902,2912,7307,736,4871,17901,19339,7646,14188,7082,11943,9190,15235,11444,11938,14103,16567,4795,5799,2248,18932,19133,9930,8047,2269,1885,18084,13233,10575,17708,6598,4255,13068,5427,2124,4000,2016,14485,18867,9406,18633,8128,377,16587,4140,107,5800,1
4942,5878,11883,6723,7640,15033,105,16105,146,16445,1614,12389,11280,14679,19532,9489,17239,4177,12136,6671,6726,13287,17040,370,6858,11645,3018,6062,4927,17840,10588,592,17990,11603,4235,6840,12217,9257,17810,11595,1448,13208,4624,19420,7496,6538,14655,15065,18191,16224,11950,3146,10598,6447,14154,13826,9228,11463,8073,15945,3989,15753,14082,2402,7115,6903,16255,9563,15153,43,8619,3033,8326,7562,5143,2824,7156,11235,4496,1838,15540,10220,6213,6886,8116,9349,566,19219,3970,7499,9631,7220,4699,8740,10401,5875,5492,14474,18036,10481,4429,2376,10550,162,13892,19917,8743,7444,10284,18091,7312,9593,19607,8838,17920,17591,19994,14111,12710,16982,7160,15534,1421,9371,16499,12016,6923,7497,15653,415,776,673,5391,5748,9356,2568,7500,100,11190,13905,8540,18680,90,17008,18964,14289,14666,4451,18816,15939,2947,16492,10144,10671,15969,12284,3799,11856,2768,3395,7827,14377,14813,17631,18876,12020,4025,6666,15283,12128,2487,7484,689,6835,1613,16746,18867,11772,2828,1496,8,7570,15613,13321,5846,7928,6910,2110,19276,11049,15440,6495,15609,9630,15593,18127,5411,11347,19168,11045,18903,17255,4015,9911,18001,11801,2143,19325,16587,11902,7250,7307,736,4871,17901,17607,7646,14188,7082,11943,9042,9020,11444,11938,10658,16567,4795,5799,2248,16625,19133,16337,8047,5132,1885,18084,11482,7827,17708,6598,4255,13068,5427,2124,12394,2016,14485,2101,9406,18633,11467,377,16587,4140,107,5800,1
4942,15030,11883,6723,11101,18778,9837,16779,146,16445,4189,18774,11280,14679,11623,9489,16522,4177,274,7864,6726,6017,11604,8315,18294,11645,11918,6062,15060,13288,5877,19596,17990,15897,4235,6840,12217,13584,17810,11595,15441,13208,12787,16478,493,6538,7610,9244,15091,16224,7946,17046,8062,8813,1098,6923,1845,11463,15827,7106,3989,6103,17984,10192,7115,6903,16255,9563,8826,43,8619,3033,17619,2456,5143,2824,19349,4978,11600,1838,15540,160,15694,13055,8116,2235,566,19219,3848,8245,8705,7220,19176,2752,10401,15974,14031,14474,5241,2636,4429,2376,8626,162,7063,9518,8743,7444,10284,4828,6088,9593,19607,6647,2000,6663,19994,14111,12710,16982,7367,574,7598,2708,16070,15858,6923,2219,15653,415,776,12911,5391,5748,15086,2568,7500,17084,11190,7148,8540,18680,10674,17008,1046,14289,14666,6708,18816,17650,10714,16599,10144,1790,15969,1089,1452,11856,2768,3395,18454,3797,19063,1631,18876,12020,11389,19425,15283,12128,2487,11290,2996,6835,15602,14371,18867,11772,2828,1496,8,4668,17012,606,19547,7928,17522,2110,19276,4172,15394,17156,6295,9630,10954,18127,14822,10398,19168,14695,2222,2429,8440,9911,13071,7378,18165,19325,16587,11902,4609,15482,16294,4871,17901,19339,19018,14188,7082,11943,9042,15235,11444,11938,14103,16567,4795,5799,2248,12033,19133,7378,8047,18585,1885,16989,11482,11075,17708,6598,9482,13068,5427,2124,4000,2016,14780,18867,9406,18633,11467,377,16587,4140,4632,16777,1
4942,5878,11883,6723,11101,18778,6821,16779,146,16445,14730,12389,11280,14679,19532,9489,17239,4177,10321,3078,6726,13287,7320,17758,6858,11645,11918,6062,4927,17840,10588,19596,17990,11603,4235,8341,12217,9257,17810,11595,15441,13208,4624,19420,7496,6538,14655,17571,18191,16224,7946,696,10598,6245,14154,13826,1845,4827,8073,2251,3989,15753,14082,9223,7115,6903,16255,9563,15153,43,8619,3033,8326,7562,5143,2824,7156,11235,4496,1838,15540,160,6213,6886,8116,9349,566,19219,3970,13411,9631,7220,4699,1836,10401,5875,5492,7236,18036,10481,4429,2376,543,162,13892,19917,924,7444,10284,19710,12147,9593,19607,8838,17920,6663,19994,14111,12710,8901,7160,15534,1421,9371,16499,12016,9023,7497,15653,9602,776,673,5391,5748,10926,15306,7500,100,16298,13905,8540,18680,9835,17008,18964,14289,14666,6708,18816,17650,10714,16599,9709,16124,16583,12284,19353,11083,2768,3395,7827,14377,14813,15637,18876,12020,4025,19908,15283,12128,2487,7484,2996,6835,5328,11384,18867,1369,111,1496,8,7570,15613,13321,7497,7928,17522,2110,19276,11049,5579,3623,6295,9630,15593,18127,5411,11347,19168,11045,3708,17255,4015,9526,18001,11801,18165,19325,16587,11902,7250,7307,736,19654,17901,17607,7646,14188,7082,11943,9042,9020,11444,11938,10658,16567,4795,5799,2248,16625,19133,16337,6474,2269,13965,18084,11482,7827,17708,6598,4255,13068,5427,2124,2931,2016,14485,740,9406,18633,11467,377,16587,17494,107,5800,1
4942,15030,19012,15962,7640,18778,9837,16779,6814,16445,4189,9675,11280,14679,19532,9489,17239,11007,6943,3078,6726,868,15687,17758,7801,5250,11918,6062,18447,13288,15332,17129,17990,15897,11515,5497,12217,13584,14117,11595,19164,13208,17026,10751,17387,11945,7610,3266,18191,16224,7946,4226,10598,6447,4962,13826,19532,11463,8073,7106,13683,2209,1743,3927,7115,6903,16022,9563,15153,16070,8619,3033,17619,7562,5143,2824,14909,14916,5639,4189,16116,10220,18951,18541,8116,11546,566,14849,3970,18214,9631,7220,19176,12951,10401,15974,14031,4119,5241,3386,4429,2376,10550,9138,1906,19917,12605,7444,10284,18091,12147,9728,19607,12985,17891,15344,19994,14111,12710,8901,7367,15534,1421,9371,16499,12016,3370,2219,15653,9602,19887,13789,5391,14544,3890,16461,12204,8321,16298,15615,8540,18680,90,17008,18964,14289,14666,6708,18816,15939,13914,16492,10144,10671,16583,19202,3799,14237,2768,3395,16022,14377,19063,1631,18876,12020,3028,1608,12341,12128,2487,11406,4314,6835,15933,11384,17370,1369,13882,1496,13892,7570,7908,13321,5846,7928,17522,2110,19276,11049,15394,8221,6295,9630,10954,18127,14857,18952,19168,11045,18903,2429,4015,9526,15744,11801,2143,19325,16587,11902,2912,18195,15566,19654,17901,19339,19500,14188,7082,11943,9042,2719,11444,11482,10658,16567,5293,2819,2248,18932,19133,10802,6717,2269,13965,11336,11482,14359,1827,6598,8509,8735,5427,16730,12394,2016,14485,7834,2666,7928,8128,377,16587,17494,14719,5800,1
4942,15030,19012,1550,7640,18778,9837,16779,146,16445,4189,18774,11280,14679,19532,9489,17239,4177,274,3078,6726,6017,8098,11227,6858,11645,11918,6062,15060,17840,15332,15100,17990,15897,4235,6840,14902,9257,2730,11595,15441,13208,19643,16890,7496,6538,7610,9244,18191,16224,7946,494,10598,8813,1098,13826,1845,4827,8073,16989,3989,1181,14082,2402,7115,6903,16255,9563,6710,43,8619,3033,17619,2456,5143,2824,19349,14916,11600,1838,15540,160,15694,6886,8116,9349,566,19219,3970,7499,8705,7220,19176,12951,10401,15974,14031,14474,5241,3386,19337,2376,8626,162,13892,19917,8743,7444,10284,18091,6088,9593,19607,6647,9717,4159,19994,14111,12710,16982,7367,574,1421,9371,16499,15858,6923,2219,15653,9602,19887,12911,6133,5748,3364,9454,7500,18329,18704,7148,8540,18680,10674,17008,18964,14289,14666,4451,18816,2505,15497,16492,9709,1790,15170,1089,19353,11856,2768,3395,9301,14377,19063,6223,18876,12020,11389,19425,15283,12128,2487,11290,2996,3227,15933,11384,17370,6519,2828,1496,8,7570,7908,606,5846,7928,17522,2110,19276,4172,15394,6495,6295,9630,10954,18127,19699,10398,19168,11045,18903,2429,4015,9911,3684,11801,18165,19325,16587,11902,4609,7307,15566,4871,17901,11514,7646,14188,7082,11943,9042,9020,11444,11938,10658,16567,4795,5799,2248,16625,19133,7378,8047,2269,1885,16989,11482,10575,17124,6598,9482,13068,5427,2124,4000,2016,14780,740,9406,18633,11467,377,16587,4140,4632,5800,1
4942,5878,11883,6723,4724,8872,105,16779,146,16445,1614,19430,11280,14679,19532,9489,17239,4177,12136,298,6726,13287,17040,17758,6858,11645,12705,6062,15060,16443,5451,592,17990,11603,4235,6840,12217,13584,17810,11595,2899,13208,19904,5453,1191,12853,14655,3266,18191,16224,11950,293,10598,6447,14154,11189,9991,4827,8073,13902,3989,486,14082,2402,7115,6903,16255,9563,15153,4368,8619,14312,8326,2456,5143,2824,6341,11951,4496,1838,15540,10220,6213,6886,8116,9349,566,19219,3970,13411,1327,7220,4699,1836,10401,5875,5492,7236,18036,10481,4429,2376,8626,162,3470,19917,8743,7444,10284,18091,7312,13208,19607,8838,17891,1561,19994,9439,12710,8901,7160,15534,1421,9371,16499,12016,9023,2219,15653,497,776,673,5391,5748,14183,8197,7500,100,11190,13905,8540,18680,3752,17008,18964,14289,14666,16041,18816,2505,2947,16492,10144,10671,16583,12284,3799,11856,2768,3395,7827,14377,14813,1631,18876,12020,17824,16665,15283,12128,2487,7484,689,6835,15933,16746,6495,11772,2828,1496,8,7570,15613,13321,5846,7928,17522,2110,19276,11049,15440,6495,6295,9630,15593,7430,5411,10398,19168,11045,2222,17255,4015,9911,18001,11801,18165,19325,16587,11902,7250,7307,736,4871,17901,17607,7646,7523,7082,11943,13728,9020,11444,11938,10658,16567,4795,5799,2248,16625,19133,16337,8047,2269,2912,18084,11482,7827,1827,6598,4255,13068,14590,2124,12394,2016,14485,16761,9406,18633,11467,377,16587,5314,107,5800,1
4942,5878,11883,6723,7640,18778,105,8191,6814,16445,5162,18774,11280,14679,19532,9489,17239,11007,10321,3078,6726,13287,12825,11227,7801,8724,11918,6062,4927,13288,10588,19596,17990,14890,4235,6840,14902,9257,17810,11595,15441,13208,12787,19420,7496,11945,14655,17571,18191,16224,7946,293,10598,6245,1098,13826,9228,11463,8073,5771,3989,1181,14082,9223,7115,6903,16255,9563,15153,43,8619,3033,8326,7562,5143,2824,7156,11235,6962,1838,16116,10220,18235,13055,8116,9349,566,19219,3970,18214,9631,7220,4699,3849,10401,15974,5492,14474,5241,10481,4429,2376,10550,162,13892,19917,8743,7444,10284,19710,6088,9593,19607,1549,17891,17591,19994,14111,12710,8901,7160,15534,1421,9371,16984,15858,9023,11208,15653,9602,776,673,5391,5748,14183,2568,12204,18329,16298,15615,8540,18680,10674,17008,18964,14289,14666,6708,18816,17650,2947,16492,9709,10671,16583,8508,19353,11083,7185,3395,7827,14377,19063,19286,18876,12020,4025,6666,15283,12128,2487,11290,2996,6835,1613,16746,17370,11772,2828,1496,8,7570,15613,13321,19547,7928,17522,2110,19276,11049,15394,6495,6295,9630,15593,4178,5411,10398,19168,11045,18903,2429,4015,9526,18001,11801,8271,19325,16587,11902,2912,7307,736,19654,17901,11514,9066,14188,7082,11943,9190,9020,11444,11938,10658,16567,4795,5799,2248,16625,19133,10802,8047,5132,2912,18084,11482,7827,1827,16736,4255,8735,5427,2124,4000,2016,14485,9506,2666,18633,8128,8484,16587,17494,107,5800,1
4942,5878,11883,6723,7640,18778,6821,16779,3495,16445,1614,18774,11280,14679,19532,9489,17239,11007,12136,3078,6726,13287,8098,11227,7801,11645,11918,6062,4927,17840,4865,15100,17990,14890,4235,6840,14902,9257,17810,11595,15441,13208,19643,19420,1191,6538,7610,9244,18191,16224,11950,293,10598,6245,1098,17273,1845,4827,8073,5771,3989,1181,14082,9223,7115,6903,16255,9563,15153,43,8619,3033,8326,7562,5143,2824,14909,11235,4496,1838,16116,160,7053,13055,8116,9349,566,19219,3970,13411,9631,7220,4699,12951,10401,15974,5492,14474,5241,10481,19337,2376,8626,162,13892,19917,8743,7444,10284,19710,6088,9593,19607,8838,17891,17591,19994,14111,12710,16982,7160,15534,1421,9371,16984,15858,6923,2219,15653,497,776,673,5391,5748,9356,15306,7500,18329,11190,15615,8540,18680,9835,17008,18964,14289,14666,6708,18816,17650,2947,16492,10144,1790,16583,12284,1452,11856,7185,3395,7827,14377,19063,1631,18876,12020,4025,19425,15283,12128,2487,7484,2996,6835,5328,11384,17370,11772,13882,1496,8,7570,15613,13321,734,7928,17522,2110,19276,11049,15394,6495,6295,9630,15593,16562,5411,10398,19168,11045,18903,2429,4015,9911,18001,11801,18165,19325,16587,11902,2912,7307,736,19654,17901,11514,7646,14188,7082,11943,9190,9020,11444,9752,10658,16567,4795,5799,2248,16625,19133,11515,8047,5132,13965,18084,11482,10575,17708,6598,4255,13068,5427,2124,4000,2016,14485,740,9406,18633,8128,377,16587,4140,4632,5800,1
